ministerial_number,school_name,city,region,category,average,gender,exam_type,curriculum_track
35179,ثانوية دارالقلم النموذجية الأهلية,جدة,Makkah,تعليم عام بنات,76.39,female,capabilities,theoretical
590215,مدارس أكاديمية الكفاح الأهلية للتعليم - الثانوية نظام المقررات (بنات),الأحساء,AlSharquia,مقررات,76.33,female,capabilities,theoretical
966645,ثانوية التربية الأهلية - مقررات,الرياض,Riyadh,مقررات,76.3,female,capabilities,theoretical
42262,مدارس طيبة الطيبة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,76.16,female,capabilities,theoretical
55694,ثانوية مدارس التربية الأهلية بالخبر,الخبر,AlSharquia,تعليم عام بنات,75.97,female,capabilities,theoretical
351805,ثانوية الاندلس بجدة نظام مقررات,جدة,Makkah,مقررات,75.94,female,capabilities,theoretical
51279,ثانوية الرشاد النموذجيه,الرس,Qassim,تعليم عام بنات,75.46,female,capabilities,theoretical
97423,ثانوية الأرقم الأهلية,الرياض,Riyadh,تعليم عام بنات,75.24,female,capabilities,theoretical
55693,ثانوية مدارس دار البيان الأهلية,الخبر,AlSharquia,تعليم عام بنات,74.93,female,capabilities,theoretical
35080,ثانوية المستقبل,جدة,Makkah,تعليم عام بنات,74.88,female,capabilities,theoretical
42356,مدارس درر المدينة الأهلية- المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,74.86,female,capabilities,theoretical
35214,ثانوية التقوى الشاملة,جدة,Makkah,تعليم عام بنات,74.56,female,capabilities,theoretical
195851,ثانوية المطورون الاهلية,الرياض,Riyadh,تعليم عام بنات,74.51,female,capabilities,theoretical
35060,ثانوية دوحة الجزيرة بجدة نظام مقررات,جدة,Makkah,مقررات,74.46,female,capabilities,theoretical
59099,ثانوية النخبة النموذجية,الأحساء,AlSharquia,تعليم عام بنات,74.25,female,capabilities,theoretical
35045,ثانوية البيان النموذجية نظام مقررات,جدة,Makkah,مقررات,73.89,female,capabilities,theoretical
969575,ثانوية الأوائل الأهلية - مقررات,الرياض,Riyadh,مقررات,73.81,female,capabilities,theoretical
96634,ثانوية السمو الأهلية,الرياض,Riyadh,تعليم عام بنات,73.53,female,capabilities,theoretical
96969,ثانوية الإحسان الأهلية,الرياض,Riyadh,تعليم عام بنات,73.46,female,capabilities,theoretical
966815,ثانوية التربية النموذجية الأهلية (الروابي) - مقررات,الرياض,Riyadh,مقررات,73.39,female,capabilities,theoretical
42250,مدارس دار الأمان الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,73.33,female,capabilities,theoretical
97270,ثانوية  المتقدمة الأهلية - الشهداء -,الرياض,Riyadh,تعليم عام بنات,72.91,female,capabilities,theoretical
97128,ثانوية التعاون النموذجية الأهلية,الرياض,Riyadh,تعليم عام بنات,72.83,female,capabilities,theoretical
35063,ثانوية روضة جدة النموذجية,جدة,Makkah,تعليم عام بنات,72.77,female,capabilities,theoretical
966495,ثانوية العليا الأهلية - مقررات,الرياض,Riyadh,مقررات,72.63,female,capabilities,theoretical
559110,ثانوية جواثا الأهلية مقررات,الأحساء,AlSharquia,مقررات,72.61,female,capabilities,theoretical
96627,ثانوية الدوحة السعودية الأهلية,الرياض,Riyadh,تعليم عام بنات,72.54,female,capabilities,theoretical
559165,ثانوية مدارس الفيصلية الإسلامية بالخبر (مقررات),الخبر,AlSharquia,مقررات,72.48,female,capabilities,theoretical
42355,مدارس أنوار الفيحاء الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,72.39,female,capabilities,theoretical
35316,ثانوية دار الرواد بجدة نظام مقررات,جدة,Makkah,مقررات,72.22,female,capabilities,theoretical
35217,ثانوية أكاديمية المعارف,جدة,Makkah,تعليم عام بنات,71.8,female,capabilities,theoretical
966735,ثانوية دار العلوم الأهلية - مقررات,الرياض,Riyadh,مقررات,71.78,female,capabilities,theoretical
42252,مدارس الأبرار الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,71.7,female,capabilities,theoretical
196829,ثانوية دار الصفوة,الرياض,Riyadh,تعليم عام بنات,71.64,female,capabilities,theoretical
97389,ثانوية منارات اليمامة الأهلية,الرياض,Riyadh,تعليم عام بنات,71.62,female,capabilities,theoretical
97354,ثانوية رواد الحضارة الأهلية,الرياض,Riyadh,تعليم عام بنات,71.61,female,capabilities,theoretical
35064,ثانوية البيت السعيد بجدة نظام مقررات,جدة,Makkah,مقررات,71.59,female,capabilities,theoretical
42479,مدارس الحكمة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,71.5,female,capabilities,theoretical
35078,ثانوية العقيق,جدة,Makkah,تعليم عام بنات,71.46,female,capabilities,theoretical
42271,مدارس المعتز بالله الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,71.36,female,capabilities,theoretical
96940,ثانوية الوسط الأهلية,الرياض,Riyadh,تعليم عام بنات,71.35,female,capabilities,theoretical
63503,ثانوية شركة مدارس خميس مشيط الاهلية,خميس مشيط,Asser,تعليم عام بنات,71.16,female,capabilities,theoretical
59187,ثانوية رؤية المستقبل,الأحساء,AlSharquia,تعليم عام بنات,71.15,female,capabilities,theoretical
195101,ثانوية نخبة نجد الأهلية,الرياض,Riyadh,تعليم عام بنات,70.75,female,capabilities,theoretical
46843,مدارس الحديثة الأهلية للبنات - ثانوي,ينبع,Madina,تعليم عام بنات,70.74,female,capabilities,theoretical
48919,ثانوية رياض القصيم الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,70.68,female,capabilities,theoretical
96663,ثانوية الأجيال الأهلية,الرياض,Riyadh,تعليم عام بنات,70.68,female,capabilities,theoretical
96684,ثانوية دار المعارف الأهلية,الرياض,Riyadh,تعليم عام بنات,70.6,female,capabilities,theoretical
28402,ثانوية أجيال الوفاء الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,70.57,female,capabilities,theoretical
966255,ثانوية دار السلام الأهلية - مقررات,الرياض,Riyadh,مقررات,70.55,female,capabilities,theoretical
96671,ثانوية التوحيد الأهلية,الرياض,Riyadh,تعليم عام بنات,70.47,female,capabilities,theoretical
35144,ثانوية فتاة المستقبل,جدة,Makkah,تعليم عام بنات,70.43,female,capabilities,theoretical
97183,ثانوية رواد التربية الأهلية,الرياض,Riyadh,تعليم عام بنات,70.39,female,capabilities,theoretical
42341,مدارس الصفوة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,70.17,female,capabilities,theoretical
96902,ثانوية رائدة السلام الأهلية,الرياض,Riyadh,تعليم عام بنات,70.17,female,capabilities,theoretical
95068,ثانوية الرقي الأهلية,الرياض,Riyadh,تعليم عام بنات,70.07,female,capabilities,theoretical
35082,ثانوية المشاعل,جدة,Makkah,تعليم عام بنات,70.06,female,capabilities,theoretical
35069,ثانوية دار الفرح,جدة,Makkah,تعليم عام بنات,70.05,female,capabilities,theoretical
96659,ثانوية المشاعل الأهلية,الرياض,Riyadh,تعليم عام بنات,70.05,female,capabilities,theoretical
49084,ثانوية الريادة الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,70.0,female,capabilities,theoretical
96655,ثانوية الوسطى الأهلية,الرياض,Riyadh,تعليم عام بنات,69.89,female,capabilities,theoretical
35293,ثانوية المنال,جدة,Makkah,تعليم عام بنات,69.89,female,capabilities,theoretical
97101,ثانوية الجيل الصالح الأهلية,الرياض,Riyadh,تعليم عام بنات,69.85,female,capabilities,theoretical
96680,ثانوية المنهاج الأهلية,الرياض,Riyadh,تعليم عام بنات,69.81,female,capabilities,theoretical
28441,ثانوية العلم النافع الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,69.8,female,capabilities,theoretical
97240,ثانوية علوم الرياض الأهلية - فرع الخليج,الرياض,Riyadh,تعليم عام بنات,69.76,female,capabilities,theoretical
97268,ثانوية التنويرالأهلية,الرياض,Riyadh,تعليم عام بنات,69.76,female,capabilities,theoretical
96643,ثانوية الجيل الأهلية,الرياض,Riyadh,تعليم عام بنات,69.75,female,capabilities,theoretical
35511,ثانوية نور الإيمان,جدة,Makkah,تعليم عام بنات,69.71,female,capabilities,theoretical
49823,ثانوية أنجال المستقبل الأهلية بالبكيرية,البكيرية,Qassim,تعليم عام بنات,69.7,female,capabilities,theoretical
96971,ثانوية البيارق الأهلية,الرياض,Riyadh,تعليم عام بنات,69.68,female,capabilities,theoretical
60810,ثانوية المحافظة الأهلية,حفر الباطن,AlSharquia,تعليم عام بنات,69.64,female,capabilities,theoretical
42269,مدارس مناهل طيبة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,69.63,female,capabilities,theoretical
