ministerial_number,school_name,city,region,category,average,gender,exam_type,curriculum_track
55915,ثانوية مدارس الظهران الاهلية (مقررات),الخبر,AlSharquia,مقررات,92.0,female,achievement,scientific
55919,ثانوية مدارس الجامعة الاهلية للبنات,الخبر,AlSharquia,تعليم عام بنات,87.51,female,achievement,scientific
422495,مدارس منارات المدينة المنورة الأهلية - المرحلة الثانوية (مقررات),المدينة المنورة,Madina,مقررات,87.46,female,achievement,scientific
155010,مدارس السلام الخاصة للبنات - نظام المقررات,الخبر,AlSharquia,مقررات,87.24,female,achievement,scientific
55921,ثانوية مدارس العزيزيه الاهلية للبنات,الخبر,AlSharquia,تعليم عام بنات,86.72,female,achievement,scientific
96623,ثانوية الفهد الأهلية,الرياض,Riyadh,تعليم عام بنات,86.26,female,achievement,scientific
35066,ثانوية الذكر بجدة نظام مقررات,جدة,Makkah,مقررات,86.19,female,achievement,scientific
59009,ثانوية الانجال الأهلية,الأحساء,AlSharquia,تعليم عام بنات,86.13,female,achievement,scientific
35042,ثانوية الزهراء بجدة نظام مقررات,جدة,Makkah,مقررات,85.23,female,achievement,scientific
56201,ثانوية مدارس البسام الاهلية للبنات -مقررات,الدمام,AlSharquia,مقررات,85.07,female,achievement,scientific
559165,ثانوية مدارس الفيصلية الإسلامية بالخبر (مقررات),الخبر,AlSharquia,مقررات,84.98,female,achievement,scientific
55694,ثانوية مدارس التربية الأهلية بالخبر,الخبر,AlSharquia,تعليم عام بنات,84.69,female,achievement,scientific
966465,ثانوية الرواد الأهلية ( الازدهار ) - مقررات,الرياض,Riyadh,مقررات,84.34,female,achievement,scientific
55693,ثانوية مدارس دار البيان الأهلية,الخبر,AlSharquia,تعليم عام بنات,84.13,female,achievement,scientific
96676,ثانوية الغد الأهلية,الرياض,Riyadh,تعليم عام بنات,83.77,female,achievement,scientific
195029,ثانوية الفرسان الأهلية - المقررات,الرياض,Riyadh,مقررات,83.54,female,achievement,scientific
96953,ثانوية الفيصلية الحديثة الأهلية,الرياض,Riyadh,تعليم عام بنات,83.35,female,achievement,scientific
56292,ثانوية مدارس الحصان النموذجية الأهلية ورياض الأطفال للبنات (مقررات),الدمام,AlSharquia,مقررات,83.09,female,achievement,scientific
966645,ثانوية التربية الأهلية - مقررات,الرياض,Riyadh,مقررات,82.92,female,achievement,scientific
35047,ثانوية النصيفية النموذجية,جدة,Makkah,تعليم عام بنات,82.34,female,achievement,scientific
96633,ثانوية نجد الأهلية,الرياض,Riyadh,تعليم عام بنات,82.25,female,achievement,scientific
28326,ثانوية دوحة العلم الأهلية (نظام المقررات),مكة المكرمة,Makkah,مقررات,82.2,female,achievement,scientific
351805,ثانوية الاندلس بجدة نظام مقررات,جدة,Makkah,مقررات,81.77,female,achievement,scientific
96626,ثانوية التربية الإسلامية الأهلية - مقررات,الرياض,Riyadh,مقررات,80.72,female,achievement,scientific
35053,ثانوية منارات جدة,جدة,Makkah,تعليم عام بنات,80.71,female,achievement,scientific
35078,ثانوية العقيق,جدة,Makkah,تعليم عام بنات,80.66,female,achievement,scientific
59099,ثانوية النخبة النموذجية,الأحساء,AlSharquia,تعليم عام بنات,80.41,female,achievement,scientific
56262,ثانوية  مدارس رياض الإحسان الاهلية للبنات بالدمام,الدمام,AlSharquia,تعليم عام بنات,80.15,female,achievement,scientific
35179,ثانوية دارالقلم النموذجية الأهلية,جدة,Makkah,تعليم عام بنات,80.14,female,achievement,scientific
35045,ثانوية البيان النموذجية نظام مقررات,جدة,Makkah,مقررات,80.09,female,achievement,scientific
966305,ثانوية منارات الرياض الأهلية - مقررات,الرياض,Riyadh,مقررات,79.89,female,achievement,scientific
590215,مدارس أكاديمية الكفاح الأهلية للتعليم - الثانوية نظام المقررات (بنات),الأحساء,AlSharquia,مقررات,79.84,female,achievement,scientific
42262,مدارس طيبة الطيبة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,79.76,female,achievement,scientific
35316,ثانوية دار الرواد بجدة نظام مقررات,جدة,Makkah,مقررات,79.43,female,achievement,scientific
35213,ثانوية الإبداع بجدة نظام مقررات,جدة,Makkah,مقررات,79.43,female,achievement,scientific
966325,ثانوية التربية النموذجية الأهلية - مقررات(الريان),الرياض,Riyadh,مقررات,79.33,female,achievement,scientific
42347,مدارس العقيق الأهلية - المرحلة الثانوية (مقررات),المدينة المنورة,Madina,مقررات,79.27,female,achievement,scientific
556835,ثانوية مدارس السعد الأهلية للبنات (مقررات),الخبر,AlSharquia,مقررات,79.09,female,achievement,scientific
28252,ثانوية دار البشرى الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,79.04,female,achievement,scientific
35080,ثانوية المستقبل,جدة,Makkah,تعليم عام بنات,78.98,female,achievement,scientific
96099,ثانوية واحة العلم الأهلية,الرياض,Riyadh,تعليم عام بنات,78.88,female,achievement,scientific
962035,ثانوية ابن خلدون الأهلية ( النفل ) - مقررات,الرياض,Riyadh,مقررات,78.85,female,achievement,scientific
966755,ثانوية رياض نجد الأهلية - مقررات,الرياض,Riyadh,مقررات,78.71,female,achievement,scientific
59008,ثانوية دور العلوم الأهلية,الأحساء,AlSharquia,تعليم عام بنات,78.7,female,achievement,scientific
96624,ثانوية المستقبل الأهلية,الرياض,Riyadh,تعليم عام بنات,78.66,female,achievement,scientific
55927,ثانوية مدارس المنارات الأهلية للبنات بالدمام,الدمام,AlSharquia,تعليم عام بنات,78.48,female,achievement,scientific
42482,مدارس الملك عبدالعزيز النموذجية - المرحلة الثانوية (مقررات),المدينة المنورة,Madina,مقررات,78.0,female,achievement,scientific
35064,ثانوية البيت السعيد بجدة نظام مقررات,جدة,Makkah,مقررات,77.96,female,achievement,scientific
35060,ثانوية دوحة الجزيرة بجدة نظام مقررات,جدة,Makkah,مقررات,77.78,female,achievement,scientific
96640,ثانوية العناية الأهلية,الرياض,Riyadh,تعليم عام بنات,77.7,female,achievement,scientific
35214,ثانوية التقوى الشاملة,جدة,Makkah,تعليم عام بنات,77.66,female,achievement,scientific
559110,ثانوية جواثا الأهلية مقررات,الأحساء,AlSharquia,مقررات,77.6,female,achievement,scientific
77931,مدارس الملك عبدالعزيز النموذجية - نظام المقررات,تبوك,Tabuk,مقررات,77.45,female,achievement,scientific
35073,ثانوية الصالحية,جدة,Makkah,تعليم عام بنات,77.44,female,achievement,scientific
195041,ثانوية التعلم النموذجية الاهلية -  مقررات,الرياض,Riyadh,مقررات,77.33,female,achievement,scientific
35065,ثانوية روضة السليمانيه,جدة,Makkah,تعليم عام بنات,77.15,female,achievement,scientific
51279,ثانوية الرشاد النموذجيه,الرس,Qassim,تعليم عام بنات,76.92,female,achievement,scientific
969575,ثانوية الأوائل الأهلية - مقررات,الرياض,Riyadh,مقررات,76.9,female,achievement,scientific
96642,ثانوية العربية الأهلية,الرياض,Riyadh,تعليم عام بنات,76.89,female,achievement,scientific
55917,ثانوية مدارس  المنارات بالخبر الأهليه,الخبر,AlSharquia,تعليم عام بنات,76.86,female,achievement,scientific
961285,ثانوية المناهج الأهلية - مقررات,الرياض,Riyadh,مقررات,76.84,female,achievement,scientific
195054,ثانوية الرواد الأهلية (الروابي ) - مقررات,الرياض,Riyadh,مقررات,76.65,female,achievement,scientific
197110,ثانوية أطياب الأهلية (مقررات),الرياض,Riyadh,مقررات,76.24,female,achievement,scientific
195068,ثانوية التربية النموذجية الأهلية (النزهه) - مقررات,الرياض,Riyadh,مقررات,75.98,female,achievement,scientific
42251,مدارس الريان النموذجية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,75.79,female,achievement,scientific
196701,ثانوية ابن خلدون (مقررات) (عرقة),الرياض,Riyadh,مقررات,75.78,female,achievement,scientific
56261,ثانوية مدارس رواد الخليج الأهلية للبنات,الدمام,AlSharquia,تعليم عام بنات,75.72,female,achievement,scientific
35070,ثانوية جزيرة العلوم بجدة نظام مقررات,جدة,Makkah,مقررات,75.71,female,achievement,scientific
96656,ثانوية البيان الأهلية,الرياض,Riyadh,تعليم عام بنات,75.36,female,achievement,scientific
35077,ثانوية الحمراء بجدة نظام مقررات,جدة,Makkah,مقررات,75.2,female,achievement,scientific
31237,ثانوية تربية الأبناء الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,75.03,female,achievement,scientific
116503,ثانوية الجامعة  الاهلية مقررات,الخرج,Riyadh,مقررات,74.91,female,achievement,scientific
35069,ثانوية دار الفرح,جدة,Makkah,تعليم عام بنات,74.83,female,achievement,scientific
96660,ثانوية الرايه الأهلية,الرياض,Riyadh,تعليم عام بنات,74.68,female,achievement,scientific
78119,ثانوية طلائع الغد الاهلية بتبوك- نظام المقررات,تبوك,Tabuk,مقررات,74.65,female,achievement,scientific
35048,ثانوية دار الحنان,جدة,Makkah,تعليم عام بنات,74.64,female,achievement,scientific
96652,ثانوية  المجد الأهلية,الرياض,Riyadh,تعليم عام بنات,74.63,female,achievement,scientific
96674,ثانوية الحصاد الأهلية,الرياض,Riyadh,تعليم عام بنات,74.41,female,achievement,scientific
282585,ثانوية المعرفة الأهلية  (نظام المقررات),مكة المكرمة,Makkah,مقررات,74.41,female,achievement,scientific
97423,ثانوية الأرقم الأهلية,الرياض,Riyadh,تعليم عام بنات,74.25,female,achievement,scientific
966725,ثانوية الأمجاد الأهلية - مقررات,الرياض,Riyadh,مقررات,74.12,female,achievement,scientific
35044,ثانوية دار الهدى الحديثة بجدة نظام مقررات,جدة,Makkah,مقررات,74.01,female,achievement,scientific
96627,ثانوية الدوحة السعودية الأهلية,الرياض,Riyadh,تعليم عام بنات,74.0,female,achievement,scientific
197204,ثانوية أمجاد قرطبة ( مقررات ),الرياض,Riyadh,مقررات,73.82,female,achievement,scientific
96665,ثانوية جرير الأهلية,الرياض,Riyadh,تعليم عام بنات,73.78,female,achievement,scientific
48917,ثانوية الغد النموذجية ببريدة,بريدة,Qassim,تعليم عام بنات,73.67,female,achievement,scientific
63498,ثانوية شركة مدارس الرواد الاهلية للبنات بابها,أبها,Asser,تعليم عام بنات,73.55,female,achievement,scientific
35055,ثانوية حديقة الأطفال بجدة نظام مقررات,جدة,Makkah,مقررات,73.54,female,achievement,scientific
97131,ثانوية الشعلة الأهلية,الرياض,Riyadh,تعليم عام بنات,73.51,female,achievement,scientific
966815,ثانوية التربية النموذجية الأهلية (الروابي) - مقررات,الرياض,Riyadh,مقررات,73.46,female,achievement,scientific
96862,ثانوية الفلاح الأهلية,الرياض,Riyadh,تعليم عام بنات,73.3,female,achievement,scientific
35082,ثانوية المشاعل,جدة,Makkah,تعليم عام بنات,73.24,female,achievement,scientific
31333,ثانوية السمو الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,73.21,female,achievement,scientific
195046,ثانوية المتقدمة الأهلية - مقررات - العقيق,الرياض,Riyadh,مقررات,73.04,female,achievement,scientific
966495,ثانوية العليا الأهلية - مقررات,الرياض,Riyadh,مقررات,72.97,female,achievement,scientific
96628,ثانوية الرياض الأهلية - مقررات,الرياض,Riyadh,مقررات,72.92,female,achievement,scientific
42356,مدارس درر المدينة الأهلية- المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,72.91,female,achievement,scientific
28307,ثانوية شعاع المعرفة الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,72.8,female,achievement,scientific
35043,ثانوية عالم الصغار بجدة نظام مقررات,جدة,Makkah,مقررات,72.71,female,achievement,scientific
96684,ثانوية دار المعارف الأهلية,الرياض,Riyadh,تعليم عام بنات,72.55,female,achievement,scientific
96645,ثانوية شبه الجزيرة الأهلية,الرياض,Riyadh,تعليم عام بنات,72.44,female,achievement,scientific
95994,ثانوية طيبة الأهلية,الرياض,Riyadh,تعليم عام بنات,72.3,female,achievement,scientific
95074,ثانوية أسراري الأهلية - مقررات,الرياض,Riyadh,مقررات,72.29,female,achievement,scientific
35054,ثانوية  منارات رابغ نظام مقررات الأهلية,رابغ,Makkah,مقررات,72.25,female,achievement,scientific
42269,مدارس مناهل طيبة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,72.24,female,achievement,scientific
35063,ثانوية روضة جدة النموذجية,جدة,Makkah,تعليم عام بنات,72.22,female,achievement,scientific
35071,ثانوية الصرح النمودجية للبنات,جدة,Makkah,تعليم عام بنات,72.16,female,achievement,scientific
97354,ثانوية رواد الحضارة الأهلية,الرياض,Riyadh,تعليم عام بنات,72.11,female,achievement,scientific
197520,ثانوية المدينة الأكاديمية الاهلية,الرياض,Riyadh,تعليم عام بنات,72.1,female,achievement,scientific
97171,ثانوية السعودية الأهلية,الرياض,Riyadh,تعليم عام بنات,72.03,female,achievement,scientific
42252,مدارس الأبرار الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,71.99,female,achievement,scientific
56149,ثانوية مدارس شمس الجزيرة الأهلية للبنات  بالدمام,الدمام,AlSharquia,تعليم عام بنات,71.66,female,achievement,scientific
96826,ثانوية النخبة الأهلية - الخليج (مغلقة),الرياض,Riyadh,تعليم عام بنات,71.63,female,achievement,scientific
96643,ثانوية الجيل الأهلية,الرياض,Riyadh,تعليم عام بنات,71.4,female,achievement,scientific
96634,ثانوية السمو الأهلية,الرياض,Riyadh,تعليم عام بنات,71.39,female,achievement,scientific
42250,مدارس دار الأمان الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,71.32,female,achievement,scientific
195412,ثانوية الرواد الأهلية-المنصورة,الرياض,Riyadh,تعليم عام بنات,71.04,female,achievement,scientific
195020,ثانوية الصداره الأهلية,الرياض,Riyadh,تعليم عام بنات,70.69,female,achievement,scientific
42355,مدارس أنوار الفيحاء الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,70.54,female,achievement,scientific
97177,ثانوية علوم الرياض الأهلية - فرع الصحافة,الرياض,Riyadh,تعليم عام بنات,70.48,female,achievement,scientific
96969,ثانوية الإحسان الأهلية,الرياض,Riyadh,تعليم عام بنات,70.45,female,achievement,scientific
96650,ثانوية عهد النموذجية الأهلية,الرياض,Riyadh,تعليم عام بنات,70.45,female,achievement,scientific
77932,ثانوية العلم و الإيمان الاهلية بتبوك,تبوك,Tabuk,تعليم عام بنات,70.42,female,achievement,scientific
966735,ثانوية دار العلوم الأهلية - مقررات,الرياض,Riyadh,مقررات,70.37,female,achievement,scientific
96654,ثانوية رياض الصالحين الأهلية,الرياض,Riyadh,تعليم عام بنات,70.3,female,achievement,scientific
96981,ثانوية الإمام الشافعي الأهلية,الرياض,Riyadh,تعليم عام بنات,70.21,female,achievement,scientific
55923,ثانوية مجموعة مدارس الملك عبد العزيز الأهلية للبنات,الخبر,AlSharquia,تعليم عام بنات,70.21,female,achievement,scientific
96629,ثانوية اليمامة الأهلية,الرياض,Riyadh,تعليم عام بنات,70.19,female,achievement,scientific
97270,ثانوية  المتقدمة الأهلية - الشهداء -,الرياض,Riyadh,تعليم عام بنات,70.14,female,achievement,scientific
28234,ثانوية الأندلس الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,70.13,female,achievement,scientific
35217,ثانوية أكاديمية المعارف,جدة,Makkah,تعليم عام بنات,70.09,female,achievement,scientific
97128,ثانوية التعاون النموذجية الأهلية,الرياض,Riyadh,تعليم عام بنات,70.09,female,achievement,scientific
35293,ثانوية المنال,جدة,Makkah,تعليم عام بنات,70.05,female,achievement,scientific
42479,مدارس الحكمة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,69.97,female,achievement,scientific
75067,الثانوية النموذجية بحائل,حائل,Hail,تعليم عام بنات,69.96,female,achievement,scientific
59094,ثانوية درة الاحساء الاهلية,الأحساء,AlSharquia,تعليم عام بنات,69.96,female,achievement,scientific
96670,ثانوية الحرمين الأهلية,الرياض,Riyadh,تعليم عام بنات,69.92,female,achievement,scientific
35344,ثانوية الشورى,جدة,Makkah,تعليم عام بنات,69.92,female,achievement,scientific
48916,ثانوية المنارات الأهلية ببريدة,بريدة,Qassim,تعليم عام بنات,69.91,female,achievement,scientific
35341,ثانوية الفلك المنير,جدة,Makkah,تعليم عام بنات,69.87,female,achievement,scientific
197101,ثانوية الابتكاريه (إشبيليا),الرياض,Riyadh,تعليم عام بنات,69.83,female,achievement,scientific
283215,ثانوية الفضل الاهلية (نظام المقررات),مكة المكرمة,Makkah,مقررات,69.81,female,achievement,scientific
195047,ثانوية نيار الأهلية - المقررات,الرياض,Riyadh,مقررات,69.74,female,achievement,scientific
96825,ثانوية آفاق العزيزية الأهلية,الرياض,Riyadh,تعليم عام بنات,69.7,female,achievement,scientific
31234,ثانوية الجيل الأهلية النموذجية بالطائف,الفيصلية,Makkah,تعليم عام بنات,69.46,female,achievement,scientific
28441,ثانوية العلم النافع الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,69.39,female,achievement,scientific
28350,ثانوية صروح التربية الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,69.38,female,achievement,scientific
96748,ثانوية المعالي الأهلية,الرياض,Riyadh,تعليم عام بنات,69.37,female,achievement,scientific
35143,ثانوية الطفل المثالي,جدة,Makkah,تعليم عام بنات,69.33,female,achievement,scientific
195851,ثانوية المطورون الاهلية,الرياض,Riyadh,تعليم عام بنات,69.33,female,achievement,scientific
127542,ثانوية الفرسان المكية الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,69.13,female,achievement,scientific
35046,ثانوية الفردوس النموذجية بجدة نظام مقررات,جدة,Makkah,مقررات,69.12,female,achievement,scientific
35072,ثانوية صرح منارة المستقبل الأهلية,جدة,Makkah,تعليم عام بنات,68.99,female,achievement,scientific
59187,ثانوية رؤية المستقبل,الأحساء,AlSharquia,تعليم عام بنات,68.96,female,achievement,scientific
56235,ثانوية مدارس درر الجزيرة الاهلية للبنات,الخبر,AlSharquia,تعليم عام بنات,68.92,female,achievement,scientific
31238,ثانوية الشافي الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,68.8,female,achievement,scientific
96655,ثانوية الوسطى الأهلية,الرياض,Riyadh,تعليم عام بنات,68.74,female,achievement,scientific
96679,ثانوية المملكة الأهلية - مقررات,الرياض,Riyadh,مقررات,68.7,female,achievement,scientific
55924,ثانوية مدارس رياض الفيحاء بالجبيل,الجبيل,AlSharquia,تعليم عام بنات,68.69,female,achievement,scientific
96663,ثانوية الأجيال الأهلية,الرياض,Riyadh,تعليم عام بنات,68.65,female,achievement,scientific
96940,ثانوية الوسط الأهلية,الرياض,Riyadh,تعليم عام بنات,68.62,female,achievement,scientific
96984,ثانوية آفاق السويدي الأهلية,الرياض,Riyadh,تعليم عام بنات,68.6,female,achievement,scientific
96993,ثانوية النبلاء الأهلية,الرياض,Riyadh,تعليم عام بنات,68.58,female,achievement,scientific
96749,ثانوية شموخ الأجيال الأهلية,الرياض,Riyadh,تعليم عام بنات,68.46,female,achievement,scientific
966255,ثانوية دار السلام الأهلية - مقررات,الرياض,Riyadh,مقررات,68.45,female,achievement,scientific
96639,ثانوية الشمس الأهلية,الرياض,Riyadh,تعليم عام بنات,68.37,female,achievement,scientific
35182,ثانوية معرفة العبير,جدة,Makkah,تعليم عام بنات,68.36,female,achievement,scientific
35511,ثانوية نور الإيمان,جدة,Makkah,تعليم عام بنات,68.33,female,achievement,scientific
96659,ثانوية المشاعل الأهلية,الرياض,Riyadh,تعليم عام بنات,68.32,female,achievement,scientific
97268,ثانوية التنويرالأهلية,الرياض,Riyadh,تعليم عام بنات,68.31,female,achievement,scientific
163658,ثانوية الذكر النموذجية الاهلية,خميس مشيط,Asser,تعليم عام بنات,68.29,female,achievement,scientific
55922,ثانوية مدارس التربية والتعليم للبنات  بالدمام,الدمام,AlSharquia,تعليم عام بنات,68.21,female,achievement,scientific
35074,ثانوية الألفية الجديدة,جدة,Makkah,تعليم عام بنات,68.2,female,achievement,scientific
96682,ثانوية العلا العربية الأهلية,الرياض,Riyadh,تعليم عام بنات,68.16,female,achievement,scientific
196829,ثانوية دار الصفوة,الرياض,Riyadh,تعليم عام بنات,68.11,female,achievement,scientific
97389,ثانوية منارات اليمامة الأهلية,الرياض,Riyadh,تعليم عام بنات,68.1,female,achievement,scientific
35040,ثانوية نهار الوفاء,جدة,Makkah,تعليم عام بنات,68.05,female,achievement,scientific
35076,ثانوية حطين,جدة,Makkah,تعليم عام بنات,68.02,female,achievement,scientific
96851,ثانوية نبع العلوم الأهلية,الرياض,Riyadh,تعليم عام بنات,67.64,female,achievement,scientific
52655,ثانوية المنارات بمحافظة عنيزة,عنيزة,Qassim,تعليم عام بنات,67.62,female,achievement,scientific
97201,ثانوية شروق المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنات,67.61,female,achievement,scientific
35145,ثانوية الشعلة,جدة,Makkah,تعليم عام بنات,67.59,female,achievement,scientific
97101,ثانوية الجيل الصالح الأهلية,الرياض,Riyadh,تعليم عام بنات,67.57,female,achievement,scientific
42271,مدارس المعتز بالله الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,67.41,female,achievement,scientific
63499,ثانوية شركة  الاندلس الاهلية بخميس مشيط,خميس مشيط,Asser,تعليم عام بنات,67.38,female,achievement,scientific
95521,ثانوية القبس الأهلية,الرياض,Riyadh,تعليم عام بنات,67.36,female,achievement,scientific
77953,ثانوية العصرالنموذجية الأهلية بتبوك,تبوك,Tabuk,تعليم عام بنات,67.31,female,achievement,scientific
95068,ثانوية الرقي الأهلية,الرياض,Riyadh,تعليم عام بنات,67.3,female,achievement,scientific
78232,ثانوية العصرالنموذجية الأهلية-نظام مقررات بتبوك,تبوك,Tabuk,مقررات,67.18,female,achievement,scientific
96971,ثانوية البيارق الأهلية,الرياض,Riyadh,تعليم عام بنات,67.18,female,achievement,scientific
63502,ثانوية شركة مدارس الرواد الاهلية للبنات,خميس مشيط,Asser,تعليم عام بنات,67.0,female,achievement,scientific
95079,ثانوية قرطبة الأهلية,الرياض,Riyadh,تعليم عام بنات,67.0,female,achievement,scientific
42341,مدارس الصفوة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,66.97,female,achievement,scientific
96648,ثانوية واحة التربية الحديثة الأهلية,الرياض,Riyadh,تعليم عام بنات,66.96,female,achievement,scientific
96747,ثانوية القلم الاهلية,الرياض,Riyadh,تعليم عام بنات,66.83,female,achievement,scientific
35342,ثانوية الأمجادالأولية,جدة,Makkah,تعليم عام بنات,66.82,female,achievement,scientific
16772,ثانوية النخبة الأهلية بالخرج,الخرج,Riyadh,تعليم عام بنات,66.74,female,achievement,scientific
96671,ثانوية التوحيد الأهلية,الرياض,Riyadh,تعليم عام بنات,66.69,female,achievement,scientific
59211,ثانوية البحار الأهلية,الأحساء,AlSharquia,تعليم عام بنات,66.64,female,achievement,scientific
96750,ثانوية روابي الأندلس الأهلية,الرياض,Riyadh,تعليم عام بنات,66.59,female,achievement,scientific
31236,ثانوية الفيصلية الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,66.54,female,achievement,scientific
97272,ثانوية دار القلم الأهلية,الرياض,Riyadh,تعليم عام بنات,66.54,female,achievement,scientific
42248,مدارس دار الهجرة الأهلية - المرحلة الثانوية,المدينة المنورة,Madina,تعليم عام بنات,66.5,female,achievement,scientific
78111,ثانوية علماء الغد الاهلية,تبوك,Tabuk,تعليم عام بنات,66.49,female,achievement,scientific
49823,ثانوية أنجال المستقبل الأهلية بالبكيرية,البكيرية,Qassim,تعليم عام بنات,66.46,female,achievement,scientific
28402,ثانوية أجيال الوفاء الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,66.44,female,achievement,scientific
31235,ثانوية أنجال المملكة الأهلية بالطائف,الطائف,Makkah,تعليم عام بنات,66.43,female,achievement,scientific
63698,ثانوية  مدارس أبها الأهلية,أبها,Asser,تعليم عام بنات,66.43,female,achievement,scientific
97187,ثانوية رواد الأمراء الأهلية,الرياض,Riyadh,تعليم عام بنات,66.32,female,achievement,scientific
56002,ثانوية مدارس الخليج النموذجية الأهلية للبنات بالدمام,الدمام,AlSharquia,تعليم عام بنات,66.12,female,achievement,scientific
96902,ثانوية رائدة السلام الأهلية,الرياض,Riyadh,تعليم عام بنات,66.05,female,achievement,scientific
97183,ثانوية رواد التربية الأهلية,الرياض,Riyadh,تعليم عام بنات,65.99,female,achievement,scientific
195101,ثانوية نخبة نجد الأهلية,الرياض,Riyadh,تعليم عام بنات,65.91,female,achievement,scientific
96980,ثانوية الديوان الأهلية,الرياض,Riyadh,تعليم عام بنات,65.77,female,achievement,scientific
28235,ثانوية سمو الأنجال الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,65.68,female,achievement,scientific
195057,ثانوية أجيال الحضارة الأهلية,الرياض,Riyadh,تعليم عام بنات,65.59,female,achievement,scientific
162517,ثانوية مدارس رياض الخميس الاهلية للبنات,خميس مشيط,Asser,تعليم عام بنات,65.56,female,achievement,scientific
95992,ثانوية العروبة الاهلية,الرياض,Riyadh,تعليم عام بنات,65.53,female,achievement,scientific
35061,ثانوية روضة البوادي,جدة,Makkah,تعليم عام بنات,65.47,female,achievement,scientific
97467,ثانوية الفنار الأهلية,لبن,Riyadh,تعليم عام بنات,65.45,female,achievement,scientific
55940,ثانوية مدارس الملك فهد الأهلية للبنات,الخبر,AlSharquia,تعليم عام بنات,65.31,female,achievement,scientific
51270,ثانوية الغصون,الرس,Qassim,تعليم عام بنات,65.24,female,achievement,scientific
16776,ثانوية فرسان الجزيرة الأهلية بالخرج,الخرج,Riyadh,تعليم عام بنات,65.22,female,achievement,scientific
96668,ثانوية السنابل الأهلية,الرياض,Riyadh,تعليم عام بنات,65.2,female,achievement,scientific
63497,ثانوية شركة الأندلس الخضراء للخدمات التعليمية والتربوية بابها,أبها,Asser,تعليم عام بنات,65.18,female,achievement,scientific
51284,ثانوية الوعد الاهلية,الرس,Qassim,تعليم عام بنات,65.05,female,achievement,scientific
96680,ثانوية المنهاج الأهلية,الرياض,Riyadh,تعليم عام بنات,64.96,female,achievement,scientific
96677,ثانوية التقوى الإسلامية الأهلية,الرياض,Riyadh,تعليم عام بنات,64.96,female,achievement,scientific
77965,ثانوية رياض الصالحين النموذجية الأهلية بتبوك,تبوك,Tabuk,تعليم عام بنات,64.92,female,achievement,scientific
35081,ثانوية الخنساء,جدة,Makkah,تعليم عام بنات,64.82,female,achievement,scientific
35216,ثانوية جيل الحضارة الاهلية,جدة,Makkah,تعليم عام بنات,64.75,female,achievement,scientific
97390,ثانوية دار النهل الأهلية,الرياض,Riyadh,تعليم عام بنات,64.67,female,achievement,scientific
97240,ثانوية علوم الرياض الأهلية - فرع الخليج,الرياض,Riyadh,تعليم عام بنات,64.62,female,achievement,scientific
96657,ثانوية الفتح الأهلية,الرياض,Riyadh,تعليم عام بنات,64.61,female,achievement,scientific
28357,ثانوية البتول الأهلية بمكة المكرمة,مكة المكرمة,Makkah,تعليم عام بنات,64.6,female,achievement,scientific
35181,ثانوية رياض الأطفال,جدة,Makkah,تعليم عام بنات,64.52,female,achievement,scientific
96978,ثانوية الإمتياز الأهلية,الرياض,Riyadh,تعليم عام بنات,64.49,female,achievement,scientific
96666,ثانوية الزهراء الأهلية,الرياض,Riyadh,تعليم عام بنات,64.41,female,achievement,scientific
96829,ثانوية  البشائر الأهلية,الرياض,Riyadh,تعليم عام بنات,64.4,female,achievement,scientific
96661,ثانوية دار المعرفة الأهلية,الرياض,Riyadh,تعليم عام بنات,64.35,female,achievement,scientific
96653,ثانوية الشفا الأهلية,الرياض,Riyadh,تعليم عام بنات,64.16,female,achievement,scientific
69131,ثانوية مدارس الامجاد الاهلية بخميس مشيط,خميس مشيط,Asser,تعليم عام بنات,64.06,female,achievement,scientific
